,repo_id,repo_name,data_collection_date,event_type,event_datetime,contributor_name
56682,25918,sage,2023-02-28 16:46:00,issue_created,2012-07-02 20:45:57,jdemeyer
56714,25918,sage,2023-02-28 16:46:00,issue_created,2012-06-23 17:51:08,benjaminfjones
56766,25918,sage,2023-02-28 16:46:00,issue_created,2012-06-12 10:12:54,c8f19055-269a-4cab-9918-1015df05db57
57031,25918,sage,2023-02-28 16:46:00,issue_created,2012-04-16 16:24:04,7c09a680-e216-4024-bb8e-9bfd4aa7f313
57100,25918,sage,2023-02-28 16:46:00,issue_created,2012-03-29 19:07:52,jhpalmieri
57184,25918,sage,2023-02-28 16:46:00,issue_created,2012-03-19 21:23:09,83660e46-0051-498b-a8c1-f7a7bd232b5a
57193,25918,sage,2023-02-28 16:46:00,issue_created,2012-03-19 01:12:27,kini
57236,25918,sage,2023-02-28 16:46:00,issue_created,2012-03-09 21:11:59,hivert
57263,25918,sage,2023-02-28 16:46:00,issue_created,2012-03-03 15:26:51,6bfcfeed-779b-4b16-82e6-63808dde0af0
57331,25918,sage,2023-02-28 16:46:00,issue_created,2012-02-21 09:22:38,d6c26cf6-9aec-430c-9f63-586ad566bb8c
57383,25918,sage,2023-02-28 16:46:00,issue_created,2012-02-12 13:04:50,2b43072f-0cad-488f-9fbc-7709d17e8bd6
57467,25918,sage,2023-02-28 16:46:00,issue_created,2012-02-03 08:08:17,dimpase
57511,25918,sage,2023-02-28 16:46:00,issue_created,2012-01-27 17:02:44,6bfcfeed-779b-4b16-82e6-63808dde0af0
57542,25918,sage,2023-02-28 16:46:00,issue_created,2012-01-21 21:36:11,williamstein
57544,25918,sage,2023-02-28 16:46:00,issue_created,2012-01-21 21:24:49,williamstein
57619,25918,sage,2023-02-28 16:46:00,issue_created,2012-01-05 17:14:50,dimpase
57633,25918,sage,2023-02-28 16:46:00,issue_created,2012-01-02 19:48:05,jdemeyer
57663,25918,sage,2023-02-28 16:46:00,issue_created,2011-12-22 13:27:47,jdemeyer
57914,25918,sage,2023-02-28 16:46:00,issue_created,2011-11-01 07:29:37,dandrake
57937,25918,sage,2023-02-28 16:46:00,issue_created,2011-10-24 16:42:43,jdemeyer
57962,25918,sage,2023-02-28 16:46:00,issue_created,2011-10-14 22:38:02,1659f18b-8e7f-4ace-87e0-ea435f3ce618
57989,25918,sage,2023-02-28 16:46:00,issue_created,2011-10-05 20:54:11,simon-king-jena
58036,25918,sage,2023-02-28 16:46:00,issue_created,2011-09-27 09:30:30,jdemeyer
58259,25918,sage,2023-02-28 16:46:00,issue_created,2011-07-25 04:14:16,89c6e537-b2e3-45e6-882d-d4957b74ffe5
58396,25918,sage,2023-02-28 16:46:00,issue_created,2011-06-15 07:33:36,simon-king-jena
58425,25918,sage,2023-02-28 16:46:00,issue_created,2011-06-09 19:27:26,9d1e8f33-9c5a-487d-bc38-8944bef1a4ae
58491,25918,sage,2023-02-28 16:46:00,issue_created,2011-05-28 15:58:46,vbraun
58507,25918,sage,2023-02-28 16:46:00,issue_created,2011-05-25 21:00:11,mmasdeu
58541,25918,sage,2023-02-28 16:46:00,issue_created,2011-05-17 18:14:03,williamstein
58658,25918,sage,2023-02-28 16:46:00,issue_created,2011-04-20 08:01:09,bd532381-f223-4ccd-be27-219b68df0803
58759,25918,sage,2023-02-28 16:46:00,issue_created,2011-03-26 23:04:19,18d65770-dc1e-4813-89a9-4828e4aae4a9
58854,25918,sage,2023-02-28 16:46:00,issue_created,2011-03-14 13:04:38,nthiery
58987,25918,sage,2023-02-28 16:46:00,issue_created,2011-02-13 21:17:05,novoselt
59076,25918,sage,2023-02-28 16:46:00,issue_created,2011-01-25 14:41:51,ac9ad401-3030-4fb0-957e-6c14f81e046a
59146,25918,sage,2023-02-28 16:46:00,issue_created,2011-01-13 14:15:44,mstreng
59151,25918,sage,2023-02-28 16:46:00,issue_created,2011-01-13 01:43:54,kcrisman
59310,25918,sage,2023-02-28 16:46:00,issue_created,2010-12-09 15:14:37,a-andre
59376,25918,sage,2023-02-28 16:46:00,issue_created,2010-11-25 18:10:58,malb
59610,25918,sage,2023-02-28 16:46:00,issue_created,2010-10-06 23:45:05,bac7d3ea-3f1b-4826-8464-f0b53d5e12d2
59712,25918,sage,2023-02-28 16:46:00,issue_created,2010-09-23 22:25:56,bac7d3ea-3f1b-4826-8464-f0b53d5e12d2
59770,25918,sage,2023-02-28 16:46:00,issue_created,2010-09-17 14:00:03,vbraun
59871,25918,sage,2023-02-28 16:46:00,issue_created,2010-08-29 14:00:49,jdemeyer
59908,25918,sage,2023-02-28 16:46:00,issue_created,2010-08-25 01:01:15,williamstein
59974,25918,sage,2023-02-28 16:46:00,issue_created,2010-08-12 12:18:45,d46d2cb1-860f-484d-8329-8ebfc9f5d004
59992,25918,sage,2023-02-28 16:46:00,issue_created,2010-08-07 00:37:10,ba94b9bb-195b-4422-a5e2-176920eaa163
60021,25918,sage,2023-02-28 16:46:00,issue_created,2010-08-04 00:32:03,bac7d3ea-3f1b-4826-8464-f0b53d5e12d2
60103,25918,sage,2023-02-28 16:46:00,issue_created,2010-07-25 12:45:28,mstreng
60177,25918,sage,2023-02-28 16:46:00,issue_created,2010-07-17 01:00:09,e14f4152-4982-4ace-8c95-73a0599b109b
60507,25918,sage,2023-02-28 16:46:00,issue_created,2010-06-08 08:42:08,e14f4152-4982-4ace-8c95-73a0599b109b
60517,25918,sage,2023-02-28 16:46:00,issue_created,2010-06-07 05:33:45,williamstein
60572,25918,sage,2023-02-28 16:46:00,issue_created,2010-06-03 00:08:18,7c09a680-e216-4024-bb8e-9bfd4aa7f313
60595,25918,sage,2023-02-28 16:46:00,issue_created,2010-05-30 08:45:39,robertwb
60734,25918,sage,2023-02-28 16:46:00,issue_created,2010-05-11 15:51:19,09b1d729-77bf-490e-b469-c1103143400f
60816,25918,sage,2023-02-28 16:46:00,issue_created,2010-05-04 04:55:56,jasongrout
60818,25918,sage,2023-02-28 16:46:00,issue_created,2010-05-04 03:14:57,jasongrout
60834,25918,sage,2023-02-28 16:46:00,issue_created,2010-05-02 20:20:35,williamstein
60988,25918,sage,2023-02-28 16:46:00,issue_created,2010-04-13 21:19:45,novoselt
61157,25918,sage,2023-02-28 16:46:00,issue_created,2010-03-11 23:20:44,34f90a52-c114-47db-a93b-3f83978622c0
61226,25918,sage,2023-02-28 16:46:00,issue_created,2010-03-05 12:02:34,e14f4152-4982-4ace-8c95-73a0599b109b
61257,25918,sage,2023-02-28 16:46:00,issue_created,2010-03-01 19:42:24,6bbcde06-8197-41f1-b9a3-c998bb839000
61301,25918,sage,2023-02-28 16:46:00,issue_created,2010-02-25 15:31:56,bac7d3ea-3f1b-4826-8464-f0b53d5e12d2
61311,25918,sage,2023-02-28 16:46:00,issue_created,2010-02-24 22:34:23,a0e7ac7d-d8f3-4e97-aca8-5ab47a193e00
61320,25918,sage,2023-02-28 16:46:00,issue_created,2010-02-24 03:38:29,dandrake
61433,25918,sage,2023-02-28 16:46:00,issue_created,2010-02-10 15:27:31,94a1bc6f-6005-414c-9598-64422d48cc95
61445,25918,sage,2023-02-28 16:46:00,issue_created,2010-02-09 04:45:20,williamstein
61747,25918,sage,2023-02-28 16:46:00,issue_created,2010-01-12 16:15:32,bac7d3ea-3f1b-4826-8464-f0b53d5e12d2
61779,25918,sage,2023-02-28 16:46:00,issue_created,2010-01-08 21:34:57,e14f4152-4982-4ace-8c95-73a0599b109b
61954,25918,sage,2023-02-28 16:46:00,issue_created,2009-12-15 23:47:06,williamstein
61978,25918,sage,2023-02-28 16:46:00,issue_created,2009-12-11 20:26:54,kcrisman
62004,25918,sage,2023-02-28 16:46:00,issue_created,2009-12-09 17:00:58,89c6e537-b2e3-45e6-882d-d4957b74ffe5
62045,25918,sage,2023-02-28 16:46:00,issue_created,2009-12-02 15:40:56,ghost
62053,25918,sage,2023-02-28 16:46:00,issue_created,2009-12-01 22:03:36,89c6e537-b2e3-45e6-882d-d4957b74ffe5
62109,25918,sage,2023-02-28 16:46:00,issue_created,2009-11-23 07:00:21,williamstein
62123,25918,sage,2023-02-28 16:46:00,issue_created,2009-11-20 13:27:44,kedlaya
62215,25918,sage,2023-02-28 16:46:00,issue_created,2009-11-08 16:32:34,2c00b582-cfe9-43b9-8124-fec470060704
62230,25918,sage,2023-02-28 16:46:00,issue_created,2009-11-05 15:46:33,hivert
62263,25918,sage,2023-02-28 16:46:00,issue_created,2009-10-30 03:09:29,jasongrout
62369,25918,sage,2023-02-28 16:46:00,issue_created,2009-10-19 04:48:24,1d7ec08f-60ae-4512-91a6-8324c06eab9f
62571,25918,sage,2023-02-28 16:46:00,issue_created,2009-09-27 13:35:58,bac7d3ea-3f1b-4826-8464-f0b53d5e12d2
62617,25918,sage,2023-02-28 16:46:00,issue_created,2009-09-21 22:20:34,2c00b582-cfe9-43b9-8124-fec470060704
62640,25918,sage,2023-02-28 16:46:00,issue_created,2009-09-17 21:39:42,7c09a680-e216-4024-bb8e-9bfd4aa7f313
62650,25918,sage,2023-02-28 16:46:00,issue_created,2009-09-15 22:08:01,jasongrout
62682,25918,sage,2023-02-28 16:46:00,issue_created,2009-09-08 23:23:33,jhpalmieri
62715,25918,sage,2023-02-28 16:46:00,issue_created,2009-09-02 15:30:45,6bf4345a-8fdd-4a0e-b9a5-03107e609570
62842,25918,sage,2023-02-28 16:46:00,issue_created,2009-08-11 08:55:19,7c09a680-e216-4024-bb8e-9bfd4aa7f313
62873,25918,sage,2023-02-28 16:46:00,issue_created,2009-08-06 15:10:42,6bdad4c1-1e26-4f2f-a442-a01a2292c181
63022,25918,sage,2023-02-28 16:46:00,issue_created,2009-07-13 12:18:10,golam-m-hossain
63035,25918,sage,2023-02-28 16:46:00,issue_created,2009-07-11 16:21:35,e14f4152-4982-4ace-8c95-73a0599b109b
63051,25918,sage,2023-02-28 16:46:00,issue_created,2009-07-09 08:34:55,7c09a680-e216-4024-bb8e-9bfd4aa7f313
63066,25918,sage,2023-02-28 16:46:00,issue_created,2009-07-08 11:37:56,golam-m-hossain
63132,25918,sage,2023-02-28 16:46:00,issue_created,2009-06-25 20:41:50,4ecb6cfd-27aa-477a-80a8-c49e29e5d355
63284,25918,sage,2023-02-28 16:46:00,issue_created,2009-06-11 15:31:33,williamstein
63549,25918,sage,2023-02-28 16:46:00,issue_created,2009-05-04 05:57:56,nthiery
63564,25918,sage,2023-02-28 16:46:00,issue_created,2009-05-02 20:15:21,85eec1a4-3d04-4b4d-b711-d4db03337c41
63623,25918,sage,2023-02-28 16:46:00,issue_created,2009-04-26 05:39:48,timabbott
63667,25918,sage,2023-02-28 16:46:00,issue_created,2009-04-21 14:27:11,chriswuthrich
63669,25918,sage,2023-02-28 16:46:00,issue_created,2009-04-21 09:29:03,simon-king-jena
63691,25918,sage,2023-02-28 16:46:00,issue_created,2009-04-19 07:13:51,85eec1a4-3d04-4b4d-b711-d4db03337c41
63957,25918,sage,2023-02-28 16:46:00,issue_created,2009-03-15 07:37:43,williamstein
63969,25918,sage,2023-02-28 16:46:00,issue_created,2009-03-14 22:17:05,williamstein
64260,25918,sage,2023-02-28 16:46:00,issue_created,2009-02-08 01:08:28,85eec1a4-3d04-4b4d-b711-d4db03337c41
64308,25918,sage,2023-02-28 16:46:00,issue_created,2009-02-01 23:18:34,malb
64358,25918,sage,2023-02-28 16:46:00,issue_created,2009-01-26 04:45:32,aghitza
64480,25918,sage,2023-02-28 16:46:00,issue_created,2009-01-10 10:01:20,85eec1a4-3d04-4b4d-b711-d4db03337c41
64532,25918,sage,2023-02-28 16:46:00,issue_created,2008-12-26 17:39:31,jaapspies
64583,25918,sage,2023-02-28 16:46:00,issue_created,2008-12-19 06:34:10,85eec1a4-3d04-4b4d-b711-d4db03337c41
64644,25918,sage,2023-02-28 16:46:00,issue_created,2008-12-11 05:21:06,williamstein
64682,25918,sage,2023-02-28 16:46:00,issue_created,2008-12-05 01:13:31,jasongrout
64755,25918,sage,2023-02-28 16:46:00,issue_created,2008-11-27 03:44:10,85eec1a4-3d04-4b4d-b711-d4db03337c41
64848,25918,sage,2023-02-28 16:46:00,issue_created,2008-11-17 15:13:40,williamstein
64867,25918,sage,2023-02-28 16:46:00,issue_created,2008-11-13 16:03:53,simon-king-jena
64885,25918,sage,2023-02-28 16:46:00,issue_created,2008-11-11 22:38:43,kcrisman
65031,25918,sage,2023-02-28 16:46:00,issue_created,2008-10-20 16:26:21,williamstein
65090,25918,sage,2023-02-28 16:46:00,issue_created,2008-10-11 09:46:11,williamstein
65143,25918,sage,2023-02-28 16:46:00,issue_created,2008-09-27 22:18:16,85eec1a4-3d04-4b4d-b711-d4db03337c41
65168,25918,sage,2023-02-28 16:46:00,issue_created,2008-09-23 21:58:17,4ecb6cfd-27aa-477a-80a8-c49e29e5d355
65175,25918,sage,2023-02-28 16:46:00,issue_created,2008-09-23 22:25:28,4ecb6cfd-27aa-477a-80a8-c49e29e5d355
65287,25918,sage,2023-02-28 16:46:00,issue_created,2008-09-04 15:58:27,craigcitro
65341,25918,sage,2023-02-28 16:46:00,issue_created,2008-08-30 23:39:07,85eec1a4-3d04-4b4d-b711-d4db03337c41
65394,25918,sage,2023-02-28 16:46:00,issue_created,2008-08-25 18:05:19,300dc0f9-16bb-4ab3-b547-c11ee4df10df
65548,25918,sage,2023-02-28 16:46:00,issue_created,2008-07-29 18:09:08,300dc0f9-16bb-4ab3-b547-c11ee4df10df
65588,25918,sage,2023-02-28 16:46:00,issue_created,2008-07-29 08:49:17,robertwb
65701,25918,sage,2023-02-28 16:46:00,issue_created,2008-07-08 21:35:22,mwhansen
65705,25918,sage,2023-02-28 16:46:00,issue_created,2008-07-08 17:58:37,mwhansen
65708,25918,sage,2023-02-28 16:46:00,issue_created,2008-07-08 17:41:30,mwhansen
65763,25918,sage,2023-02-28 16:46:00,issue_created,2008-07-04 04:22:14,williamstein
65778,25918,sage,2023-02-28 16:46:00,issue_created,2008-06-30 02:16:38,williamstein
65802,25918,sage,2023-02-28 16:46:00,issue_created,2008-06-25 17:32:51,jasongrout
65815,25918,sage,2023-02-28 16:46:00,issue_created,2008-06-24 06:49:15,craigcitro
66028,25918,sage,2023-02-28 16:46:00,issue_created,2008-05-21 08:23:57,craigcitro
66036,25918,sage,2023-02-28 16:46:00,issue_created,2008-05-18 03:29:42,williamstein
66047,25918,sage,2023-02-28 16:46:00,issue_created,2008-05-17 17:53:34,300dc0f9-16bb-4ab3-b547-c11ee4df10df
66356,25918,sage,2023-02-28 16:46:00,issue_created,2008-04-11 23:50:22,williamstein
66394,25918,sage,2023-02-28 16:46:00,issue_created,2008-04-07 14:44:39,5d2aaf09-c963-473a-bf79-1f742a72700f
66484,25918,sage,2023-02-28 16:46:00,issue_created,2008-03-30 05:14:16,timabbott
66533,25918,sage,2023-02-28 16:46:00,issue_created,2008-03-27 21:13:33,89c6e537-b2e3-45e6-882d-d4957b74ffe5
66550,25918,sage,2023-02-28 16:46:00,issue_created,2008-03-25 21:26:00,jasongrout
66603,25918,sage,2023-02-28 16:46:00,issue_created,2008-03-20 12:40:51,m-r-k
66610,25918,sage,2023-02-28 16:46:00,issue_created,2008-03-19 20:39:28,jvoight
66883,25918,sage,2023-02-28 16:46:00,issue_created,2008-02-24 15:33:04,wdjoyner
66905,25918,sage,2023-02-28 16:46:00,issue_created,2008-02-23 02:50:35,wdjoyner
66923,25918,sage,2023-02-28 16:46:00,issue_created,2008-02-20 22:56:44,jasongrout
67012,25918,sage,2023-02-28 16:46:00,issue_created,2008-02-14 23:15:56,mwhansen
67026,25918,sage,2023-02-28 16:46:00,issue_created,2008-02-13 03:49:00,williamstein
67407,25918,sage,2023-02-28 16:46:00,issue_created,2008-01-09 06:54:44,williamstein
67468,25918,sage,2023-02-28 16:46:00,issue_created,2008-01-03 09:59:57,burcin
67588,25918,sage,2023-02-28 16:46:00,issue_created,2007-12-15 08:07:58,williamstein
67671,25918,sage,2023-02-28 16:46:00,issue_created,2007-12-09 03:03:37,williamstein
67715,25918,sage,2023-02-28 16:46:00,issue_created,2007-12-03 20:32:39,robertwb
67749,25918,sage,2023-02-28 16:46:00,issue_created,2007-12-01 16:38:23,mwhansen
67761,25918,sage,2023-02-28 16:46:00,issue_created,2007-11-29 09:53:13,85eec1a4-3d04-4b4d-b711-d4db03337c41
67783,25918,sage,2023-02-28 16:46:00,issue_created,2007-11-28 19:56:14,jasongrout
67826,25918,sage,2023-02-28 16:46:00,issue_created,2007-11-25 07:26:28,williamstein
67827,25918,sage,2023-02-28 16:46:00,issue_created,2007-11-25 06:39:30,williamstein
67858,25918,sage,2023-02-28 16:46:00,issue_created,2007-11-21 00:53:19,nbruin
68099,25918,sage,2023-02-28 16:46:00,issue_created,2007-10-21 15:11:06,malb
68146,25918,sage,2023-02-28 16:46:00,issue_created,2007-10-18 14:05:11,malb
68165,25918,sage,2023-02-28 16:46:00,issue_created,2007-10-13 22:32:30,85eec1a4-3d04-4b4d-b711-d4db03337c41
68279,25918,sage,2023-02-28 16:46:00,issue_created,2007-09-30 20:25:27,nbruin
68324,25918,sage,2023-02-28 16:46:00,issue_created,2007-09-20 20:34:20,85eec1a4-3d04-4b4d-b711-d4db03337c41
68344,25918,sage,2023-02-28 16:46:00,issue_created,2007-09-19 20:56:57,ae6207c2-a15a-4cbb-a748-97447f5f11a8
68799,25918,sage,2023-02-28 16:46:00,issue_created,2007-01-23 18:25:41,kedlaya
68906,25918,sage,2023-02-28 16:46:00,issue_created,2006-09-27 17:33:45,williamstein
68936,25918,sage,2023-02-28 16:46:00,issue_created,2006-09-14 01:55:25,e13df781-8644-42aa-9d66-1e8d332e25bb
68943,25918,sage,2023-02-28 16:46:00,issue_created,2006-09-13 18:48:33,e13df781-8644-42aa-9d66-1e8d332e25bb
68959,25918,sage,2023-02-28 16:46:00,issue_created,2006-09-12 23:17:16,williamstein
